ExperimentName	Subject	Session	Clock.Information	Clock.StartTimeOfDay	Display.RefreshRate	Group	RandomSeed	SessionDate	SessionTime	SessionTimeUtc	Block	Procedure.Block.	Running.Block.	Sound.LoadAffinity	WholeExperiment	WholeExperiment.Cycle	WholeExperiment.Sample	Trial	Audio.Trial.	Blocks	Blocks.Cycle	Blocks.Sample	Condition.Trial.	correct.Trial.	DecisionTime.Trial.	ec.Trial.	glb.Trial.	Item.Trial.	lc.Trial.	lit.Trial.	loc.Trial.	Picture.Trial.	PractiseList	PractiseList.Cycle	PractiseList.Sample	Procedure.Trial.	Running.Trial.	Sentence.Trial.	Slide1.OnsetTime.Trial.	Slide1.RESP.Trial.	Slide1.RT.Trial.	Slide1.SentenceRepititionCount1.Trial.	Slide2.OnsetTime.Trial.	Slide2.RESP.Trial.	Slide2.RT.Trial.	Slide2.SentenceRepititionCount1.Trial.	Slide3.OnsetTime.Trial.	Slide3.RESP.Trial.	Slide3.RT.Trial.	Slide3.SentenceRepititionCount1.Trial.	Slide4.OnsetTime.Trial.	Slide4.RESP.Trial.	Slide4.RT.Trial.	Slide4.SentenceRepititionCount1.Trial.	Slide5.NoMoreRepititionCount.Trial.	Slide5.OnsetTime.Trial.	Slide5.RESP.Trial.	Slide5.RT.Trial.	Slide5.SentenceRepititionCount.Trial.	Slide5.SentenceRepititionCount1.Trial.	Slide6.NoMoreRepititionCount.Trial.	Slide6.OnsetTime.Trial.	Slide6.RESP.Trial.	Slide6.RT.Trial.	Slide6.SentenceRepititionCount.Trial.	Slide6.SentenceRepititionCount1.Trial.	Slide7.NoMoreRepititionCount.Trial.	Slide7.OnsetTime.Trial.	Slide7.RESP.Trial.	Slide7.RT.Trial.	Slide7.SentenceRepititionCount1.Trial.	Total.CorrectResp.Trial.	SubTrial	Audio.SubTrial.	Block1List	Block1List.Cycle	Block1List.Sample	Block2List	Block2List.Cycle	Block2List.Sample	Condition.SubTrial.	correct.SubTrial.	DecisionTime.SubTrial.	ec.SubTrial.	glb.SubTrial.	Item.SubTrial.	lc.SubTrial.	lit.SubTrial.	loc.SubTrial.	Picture.SubTrial.	Procedure.SubTrial.	Running.SubTrial.	Sentence.SubTrial.	Slide1.OnsetTime.SubTrial.	Slide1.RESP.SubTrial.	Slide1.RT.SubTrial.	Slide1.SentenceRepititionCount1.SubTrial.	Slide2.OnsetTime.SubTrial.	Slide2.RESP.SubTrial.	Slide2.RT.SubTrial.	Slide2.SentenceRepititionCount1.SubTrial.	Slide3.OnsetTime.SubTrial.	Slide3.RESP.SubTrial.	Slide3.RT.SubTrial.	Slide3.SentenceRepititionCount1.SubTrial.	Slide4.OnsetTime.SubTrial.	Slide4.RESP.SubTrial.	Slide4.RT.SubTrial.	Slide4.SentenceRepititionCount1.SubTrial.	Slide5.NoMoreRepititionCount.SubTrial.	Slide5.OnsetTime.SubTrial.	Slide5.RESP.SubTrial.	Slide5.RT.SubTrial.	Slide5.SentenceRepititionCount.SubTrial.	Slide5.SentenceRepititionCount1.SubTrial.	Slide6.NoMoreRepititionCount.SubTrial.	Slide6.OnsetTime.SubTrial.	Slide6.RESP.SubTrial.	Slide6.RT.SubTrial.	Slide6.SentenceRepititionCount.SubTrial.	Slide6.SentenceRepititionCount1.SubTrial.	Slide7.NoMoreRepititionCount.SubTrial.	Slide7.OnsetTime.SubTrial.	Slide7.RESP.SubTrial.	Slide7.RT.SubTrial.	Slide7.SentenceRepititionCount1.SubTrial.	Total.CorrectResp.SubTrial.	Total.ECResp	Total.GLBResp	Total.LCResp	Total.LITResp	Total.LOCResp	response
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	1		1	1	1		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block1	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	27	wavs\19_a_tf_axl.wav	34	1	27	NA	NA	NA	a_tf_all	5	475479	0	0	19	0	0	0	pictures\lc_19	Uncover7	Block1List	Die Glocke ist mit Kreisen und Vierecken mit Blumen verbunden.	469187	k	4683	0	473927	k	351	0	474310	j	1131	0	0	0	0	NA	NA	0	0	0	NA	NA	NA	0	0	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	3
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	1		1	1	1		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block1	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	28	wavs\15_a_tf_axe.wav	32	1	28	NA	NA	NA	a_tf_ale	5	494294	0	0	15	0	0	0	pictures\lc_15	Uncover7	Block1List	Der Stift ist mit Dreiecken und Sechsecken mit Sonnen verbunden.	479696	k	8913	0	488647	k	812	0	489494	k	1373	0	490902	k	837	0	NA	491767	k	415	NA	0	NA	492214	f	2048	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	-6
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	1		1	1	1		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block1	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	29	wavs\22_a_rf_fff.wav	24	1	29	NA	NA	NA	a_rf_fff	-6	513255	0	0	22	0	0	0	pictures\rf_22	Uncover7	Block1List	Mehr als zwei Würfel sind mit genau einem Halbkreis verbunden.	498132	k	772	1	507542	f	5685	0	0	0	0	NA	0	0	0	NA	NA	0	0	0	NA	NA	NA	0	0	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	-2
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	1		1	1	1		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block1	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	30	wavs\01_a_cg_lit.wav	10	1	30	NA	NA	NA	a_cg_lit	-3	519863	0	0	1	0	0	0	pictures\ge_01	Uncover5	Block1List	Alle Glocken sind mit allen ihren Halbkreisen verbunden.	516395	k	1474	0	517909	k	576	0	518517	f	1309	0	0	0	0	NA	0	0	0	0	0	NA	NA	0		NA	NA	NA	NA	0		NA	NA	1	NA	NA	NA	NA	NA	-3
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	1		1	1	1		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block1	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	31	wavs\03_a_cg_lit.wav	11	1	31	NA	NA	NA	a_cg_lit	-3	525718	0	0	3	0	0	0	pictures\ge_03	Uncover5	Block1List	Alle Würfel sind mit allen ihren Fünfecken verbunden.	522904	k	1113	0	524053	k	437	0	524517	f	1166	0	0	0	0	NA	0	0	0	0	0	NA	NA	0		NA	NA	NA	NA	0		NA	NA	1	NA	NA	NA	NA	NA	-3
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	1		1	1	1		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block1	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	32	wavs\08_a_ae_ntr.wav	3	1	32	NA	NA	NA	a_ae_ntr	0	534135	0	5	8	0	3	-7	pictures\ae_08	Uncover7	Block1List	Alle diese Stifte sind mit einigen ihrer Fünfecke verbunden.	529157	k	2381	0	531589	k	498	0	532117	j	1985	0	0	0	0	NA	NA	0	0	0	NA	NA	NA	0	0	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	1	NA	3
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	1		1	1	1		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block1	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	33	wavs\09_a_rf_fff.wav	19	1	33	NA	NA	NA	a_rf_fff	-2	542199	0	0	9	0	0	0	pictures\rf_09	Uncover6	Block1List	Kein Würfel ist mit einigen Achtecken verbunden.	536956	k	2472	0	539477	f	2687	0	0	0	0	NA	0	0	0	NA	NA	0	0	0	NA	NA	0	0	0	0	0	NA	NA	0		NA	NA	1	NA	NA	NA	NA	NA	-2
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	1		1	1	1		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block1	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	34	wavs\27_a_tf_dxx.wav	40	1	34	NA	NA	NA	a_tf_dlc	3	555351	0	0	27	0	0	0	pictures\lc_27	Uncover7	Block1List	Die Uhr ist mit Vierecken, die Monde beinhalten, und Dreiecken verbunden.	546482	k	7134	0	553654	k	388	0	554069	j	1233	0	0	0	0	NA	NA	0	0	0	NA	NA	NA	0	0	0	NA	NA	0	0	0	0	NA	1	NA	NA	NA	NA	NA	3
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	1		1	1	1		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block1	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	35	wavs\13_a_tf_dxx.wav	38	1	35	NA	NA	NA	a_tf_dec	0	567813	6	0	13	3	0	0	pictures\ec_13	Uncover5	Block1List	Der Stift ist mit Achtecken, die Monde beinhalten, und Kreisen verbunden.	559923	k	4736	0	564710	k	393	0	565141	k	738	0	565908	k	614	0	0	566548	j	1231	0	NA	NA	0		NA	NA	NA	NA	0		NA	NA	NA	NA	NA	NA	NA	NA	5
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	1		1	1	1		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block1	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	36	wavs\04_a_ca_loc.wav	7	1	36	NA	NA	NA	a_ca_loc	-7	578853	0	0	4	0	0	0	pictures\ae_04	Uncover7	Block1List	Jeder Würfel ist mit mindestens vier seiner Kreise verbunden.	571335	k	1745	0	573124	k	641	0	573796	k	743	0	574580	k	655	0	NA	575270	k	1077	NA	0	NA	576372	k	739	NA	0	0	577140	f	1686	0	1	NA	NA	NA	NA	NA	-7
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	1		1	1	1		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block1	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	37	wavs\25_a_tf_dxx.wav	39	1	37	NA	NA	NA	a_tf_dlc	3	593269	0	0	25	0	0	0	pictures\lc_25	Uncover7	Block1List	Die Uhr ist mit Sechsecken, die Blitzen beinhalten, und Kreisen verbunden.	583297	k	8524	0	591877	k	362	0	592276	j	955	0	0	0	0	NA	NA	0	0	0	NA	NA	NA	0	0	0	NA	NA	0	0	0	0	NA	1	NA	NA	NA	NA	NA	3
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	1		1	1	1		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block1	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	38	wavs\17_a_rf_fff.wav	22	1	38	NA	NA	NA	a_rf_fff	-6	601605	0	0	17	0	0	0	pictures\rf_17	Uncover6	Block1List	Die Hälfte der Uhren hat mehr als vier Verbindungen.	596097	k	1153	0	597300	k	605	0	597940	k	594	0	598564	k	1047	0	NA	599652	j	1917	NA	0	0	0	0	0	0	NA	NA	0		NA	NA	NA	NA	NA	NA	NA	NA	5
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	1		1	1	1		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block1	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	39	wavs\17_a_tf_axe.wav	33	1	39	NA	NA	NA	a_tf_ale	5	620708	0	0	17	0	0	0	pictures\lc_17	Uncover7	Block1List	Der Stift ist mit Vierecken und Halbkreisen mit Blitzen verbunden.	605591	k	5544	1	618309	k	1105	0	619444	j	1229	0	0	0	0	NA	NA	0	0	0	NA	NA	NA	0	0	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	3
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	2		2	1	2		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block2	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	1	wavs\11_a_ae_akz.wav	NA	NA	NA	1	1	1	a_ae_akz	0	626980	0	3	11	0	-7	5	pictures\ae_11	Uncover7	Block2List	Alle diese Scheren sind mit nur einigen ihrer Quadrate verbunden.	624073	k	675	0	624789	k	465	0	625283	j	1667	0	0	0	0	NA	NA	0	0	0	NA	NA	NA	0	0	0	NA	NA	0	0	0	0	NA	NA	NA	1	NA	NA	NA	3
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	2		2	1	2		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block2	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	2	wavs\07_a_ae_ntr.wav	NA	NA	NA	2	1	2	a_ae_ntr	0	632692	0	3	7	0	-7	5	pictures\ae_07	Uncover7	Block2List	Alle diese Briefe sind mit einigen ihrer Quadrate verbunden.	630378	k	540	0	630979	k	599	0	631605	j	1052	0	0	0	0	NA	NA	0	0	0	NA	NA	NA	0	0	0	NA	NA	0	0	0	0	NA	NA	NA	1	NA	NA	NA	3
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	2		2	1	2		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block2	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	3	wavs\09_a_ae_ntr.wav	NA	NA	NA	3	1	3	a_ae_ntr	0	640085	0	3	9	0	-7	5	pictures\ae_09	Uncover7	Block2List	Alle diese Blitze sind mit einigen ihrer Halbkreise verbunden.	636033	k	759	0	636819	k	1107	0	637955	j	2093	0	0	0	0	NA	NA	0	0	0	NA	NA	NA	0	0	0	NA	NA	0	0	0	0	NA	NA	NA	1	NA	NA	NA	3
experiment_aud_4_1_2	25	25	<?xml version=1.0?>\n<Clock xmlns:dt=urn:schemas-microsoft-com:datatypes><Description dt:dt=string>E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=int>0</Timestamp><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=r8>2593230000</Frequency><Timestamp dt:dt=r8>89511118531198</Timestamp><Current dt:dt=r8>0</Current><DateUtc dt:dt=string>2011-12-15T17:38:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	15.12.11 18:38	85.033	1	217448967	12-15-2011	18:38:08	17:38:08	2	Experiment	WholeExperiment	NA	2	1	2	2		2	1	2		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	Block2	Blocks		NA		NA	NA	NA		NA	NA	NA		NA	NA	NA		NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	NA	NA		NA	NA	NA	4	wavs\14_a_ca_glb.wav	NA	NA	NA	4	1	4	a_ca_glb	5	649667	0	0	14	0	0	0	pictures\ae_14	Uncover7	Block2List	Mindestens ein Stift ist mit genau fünf seiner Halbkreise verbunden.	644612	k	1825	0	646484	k	591	0	647107	k	767	0	647907	k	688	0	NA	648627	j	1010	NA	0	NA	0	0	0	NA	NA	0	0	0	0	NA	1	NA	NA	NA	NA	NA	5
